Feature ID,T14,S15,T18,S01,S23,T28,T03,S04,Taxon,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence,DomainBactOnly
4e726c4f48638de1bb5fd366222f5461,0,0,6,4,0,0,0,8,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured; s__uncultured_Alphaproteobacteria,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__uncultured,g__uncultured, s__uncultured_Alphaproteobacteria,0.944812717,No
4a3b3685b1d2d8f7cafb4a1f3cbc160d,0,0,0,18,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Aureispira; s__uncultured_Saprospiraceae,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Aureispira, s__uncultured_Saprospiraceae,0.728479287,No
3f5c15fbed7c76ea4a5479da55c74e7f,0,0,0,18,0,0,0,0,d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__uncultured; s__uncultured_organism,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__uncultured, s__uncultured_organism,0.973517505,No
5768bd91be82b5e2d1dee2377602b9c3,0,0,0,5,9,0,0,4,d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__uncultured; s__uncultured_delta,d__Bacteria,p__Myxococcota,c__Polyangia,o__Nannocystales,f__Nannocystaceae,g__uncultured, s__uncultured_delta,0.999247906,No
7f26a8986f6c04a60ad7751548e40fe8,0,0,0,0,18,0,0,0,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_bacterium,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter, s__uncultured_bacterium,0.859231811,No
cc6be99ff2ea83a03337c69473c857af,0,0,0,0,18,0,0,0,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Bradymonadales,f__Bradymonadales,g__Bradymonadales,NA,0.999996224,No
8517ca358c3b1d6208883e2befb2a3ef,0,0,0,0,0,18,0,0,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula; s__uncultured_bacterium,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula, s__uncultured_bacterium,0.8804657,No
55fed8d696f929e85b9e101144526567,0,0,0,0,0,18,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__uncultured_bacterium,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group, s__uncultured_bacterium,0.895420941,No
e7035df2954c1dde7d5fbabc09fe504d,0,0,0,0,0,18,0,0,d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Chlamydiaceae; g__uncultured; s__uncultured_organism,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Chlamydiaceae,g__uncultured, s__uncultured_organism,0.949053374,No
d9661821b734430ae47b77c307d9b492,0,0,0,0,0,18,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,NA,NA,0.999994738,No
a37875b7be329845110baef83d1e76b7,0,0,0,0,0,18,0,0,d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__Salinibacter,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rhodothermaceae,g__Salinibacter,NA,0.999989906,No
882df12337f6c97c3c9393a15d08065e,0,0,0,0,0,18,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,NA,NA,0.997833055,No
244c25bb63bb61c8b98a220d87de350a,0,0,0,0,0,18,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella_9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella_9,NA,0.999910232,No
8be1902ab002a0d72238a9ca1286054c,0,0,0,0,0,18,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured, s__uncultured_bacterium,0.894946476,No
e2af2f0f2580679770237ec071c59da8,0,0,0,0,0,0,18,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_abyssi,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus, s__Paenibacillus_abyssi,0.997185596,No
bf526aa90ef40c2f393e77c4ab43959c,0,0,0,0,0,0,18,0,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__uncultured_Rubrobacteraceae,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__67-14, s__uncultured_Rubrobacteraceae,0.976476354,No
382d472b2798bcdbae2375ff2259f992,0,0,0,0,0,0,0,18,d__Bacteria; p__Planctomycetota; c__Pla4_lineage; o__Pla4_lineage; f__Pla4_lineage; g__Pla4_lineage; s__uncultured_bacterium,d__Bacteria,p__Planctomycetota,c__Pla4_lineage,o__Pla4_lineage,f__Pla4_lineage,g__Pla4_lineage, s__uncultured_bacterium,0.9999904,No
0e2719591897433715e90f3926a4be9a,0,0,0,0,0,0,0,18,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,NA,NA,NA,NA,0.99973867,No
3cbdeb736e1c4313176f57f6b384b4e4,0,0,0,0,3,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured, s__uncultured_bacterium,0.931180448,No
96a0e79c10c90e36c14cfece89f9cf8e,5,0,0,0,3,0,0,0,d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__uncultured_bacterium,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42, s__uncultured_bacterium,0.965893365,No
8263ae228bfe29e8f52c8eea57cc064c,9,0,0,0,0,0,0,0,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__uncultured_organism,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula, s__uncultured_organism,0.727684876,No
90fdf3b700de1eec87c46b412f81484c,0,10,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,NA,NA,NA,0.716384093,No
31cd5a11236040d1a7b4e002e8f7da08,17,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__uncultured,f__uncultured,g__uncultured, s__uncultured_bacterium,0.897428876,No
07dadee296cc837854e77a1cba27abcd,17,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__A21b; g__A21b,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__A21b,g__A21b,NA,0.845543242,No
c25a0a9d5f2f654a64146564b93fcf76,17,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured, s__uncultured_bacterium,0.806280824,No
af3909edeceab197f554e240fe97af83,17,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_inops,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes, s__Alistipes_inops,0.999999982,No
8212a9823bd5c66ca051fc339d81690c,3,0,0,5,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__AB1; g__AB1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__AB1,g__AB1,NA,0.999980878,No
fe5e7e52444434d32610375a77bfa9bd,0,10,0,0,7,0,0,0,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_Bacteriovorax,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter, s__uncultured_Bacteriovorax,0.78142687,No
ef31550011e3739b52df797a19ef147d,0,0,17,0,0,0,0,0,d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Halonotius; s__uncultured_Haloquadratum,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacterales,f__Haloferacaceae,g__Halonotius, s__uncultured_Haloquadratum,0.822851354,No
ab595d3ab0ce5dc3e01a5f97884231e0,0,0,0,9,0,0,0,8,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Vicingus,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__Vicingus,NA,0.828379548,No
721d04a7904cd60a5923f64153567ac5,0,0,0,7,10,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Phaeodactylibacter; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Phaeodactylibacter, s__uncultured_bacterium,0.999638791,No
bff13042a6bcd0ffbf718e547a94d044,0,0,0,6,4,0,0,7,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__uncultured_Algisphaera,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02, s__uncultured_Algisphaera,0.972157463,No
66221b244c5916d12d19cda53bd129d7,0,0,0,0,17,0,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter; s__uncultured_bacterium,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Fusibacteraceae,g__Fusibacter, s__uncultured_bacterium,0.999859374,No
22d2f4da4bfcf0cef8bd0f56e55225e1,0,0,0,0,17,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__OM182_clade; g__OM182_clade; s__uncultured_gamma,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__OM182_clade,g__OM182_clade, s__uncultured_gamma,0.958588542,No
e01e9bd6e81209fc4769dcbd6258829d,0,0,0,0,17,0,0,0,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_Bacteriovorax,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter, s__uncultured_Bacteriovorax,0.998343689,No
16b3b4b86304eaa4729339331086883c,0,0,0,0,9,0,0,8,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade, s__uncultured_bacterium,0.977549989,No
2a121b9ebc9342a364eb2d28379da157,0,0,0,0,9,0,0,8,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__uncultured; g__uncultured; s__uncultured_Bacteroidetes,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__uncultured,g__uncultured, s__uncultured_Bacteroidetes,0.905897886,No
d26cb4cadf6725552bea4a76a4dd5d68,0,0,0,0,0,17,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Nitrincolaceae; g__Marinobacterium; s__Neptuniibacter_sp.,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Marinobacterium, s__Neptuniibacter_sp.,0.917467496,No
4f57a434a2be19a5ed3635bef6d59104,0,0,0,0,0,17,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pseudoalteromonadaceae,g__Pseudoalteromonas,NA,0.984532106,No
0ec75f815688f41a14ccf2002a39bd65,0,0,0,0,0,17,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__uncultured,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__uncultured,NA,0.947771381,No
b2b3300ef41b324d0da3a4f646c766db,0,0,0,0,0,17,0,0,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,NA,NA,0.76964605,No
6595ac9d9ea820bb6d14e6940b67e76d,0,0,0,0,0,17,0,0,d__Bacteria,d__Bacteria,NA,NA,NA,NA,NA,NA,0.998230261,Yes
b30731fcc79451d9f488fb99bfd137a4,0,0,0,0,0,17,0,0,d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_organism,d__Bacteria,p__Myxococcota,c__bacteriap25,o__bacteriap25,f__bacteriap25,g__bacteriap25, s__uncultured_organism,0.968080408,No
99b82a1473cb90628bfdf3b70754a1ab,0,0,0,0,0,17,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_xylanophilum_group; s__uncultured_bacterium,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__[Eubacterium]_xylanophilum_group, s__uncultured_bacterium,0.924553403,No
67851a6acc637a53ed57bb46e15afdc6,0,0,0,0,0,17,0,0,d__Bacteria,d__Bacteria,NA,NA,NA,NA,NA,NA,0.976742899,Yes
24deb112f60770e71596316d65de83d5,0,0,0,0,0,17,0,0,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,NA,0.999962492,No
b2deb52b095ce2d2c2bb03ab8407ce9c,0,0,0,0,0,0,17,0,d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Haloplanus; s__Haloplanus_sp.,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacterales,f__Haloferacaceae,g__Haloplanus, s__Haloplanus_sp.,0.916349571,No
40792044ea82850d936d648cc930e883,0,0,0,0,0,0,17,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,NA,0.991158981,No
d8e10a85c9fc02bfce8bde3e8a6747e0,0,0,0,0,0,0,0,17,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,NA,1,No
c402e7b9b63dc5e05663b2848a16c615,0,0,0,0,4,0,0,0,d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Babeliales; g__Babeliales; s__uncultured_bacterium,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Babeliales,g__Babeliales, s__uncultured_bacterium,0.861781198,No
b5cb7fe800756ca8dec6f2d44e0f442b,16,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA10353_marine_group; f__UBA10353_marine_group; g__UBA10353_marine_group,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA10353_marine_group,f__UBA10353_marine_group,g__UBA10353_marine_group,NA,0.999939208,No
e4dd5bdcb6614ce9377c60612dc5520a,16,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae; g__Skermanella,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Skermanella,NA,0.995435733,No
3de98ca1137f2de785238bdfdffb6832,16,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium, s__uncultured_bacterium,0.701830434,No
6622005b4456a2cec61c948ba7a4a8f1,16,0,0,0,0,0,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,NA,NA,0.999987549,No
5d628b5ffd5894caf1bfe9ef368a6052,16,0,0,0,0,0,0,0,d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Haloquadratum,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacterales,f__Haloferacaceae,g__Haloquadratum,NA,0.999358855,No
db5d7e9da864cad3df2162c9fa2d2bfa,16,0,0,0,0,0,0,0,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__uncultured,g__uncultured,NA,0.986920299,No
23f4bde7a3bd265c3e496e1b0ae5a406,16,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Oleiagrimonas,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Oleiagrimonas,NA,0.802668586,No
99f1159bafd0af13c6812bbdd3ea7f7d,2,2,0,0,0,12,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__uncultured; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__uncultured,g__uncultured, s__uncultured_bacterium,0.999999688,No
f319f0f98c1128ef468e4d48307126bd,0,16,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Colwelliaceae; g__Thalassotalea; s__uncultured_Colwelliaceae,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Colwelliaceae,g__Thalassotalea, s__uncultured_Colwelliaceae,0.900842,No
ff48fd1663f30b6e38d5442d19da0dbf,0,8,0,0,8,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Terasakiellaceae; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Terasakiellaceae,g__uncultured, s__uncultured_bacterium,0.999772438,No
2c7af05b765c2035c9e4cd6acd0d1758,0,0,16,0,0,0,0,0,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__uncultured; f__uncultured; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__uncultured,f__uncultured,g__uncultured, s__uncultured_bacterium,0.999999824,No
5b2045b50ca25f47b280a62e83719fe6,0,0,16,0,0,0,0,0,d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Kaiserbacteria; f__Candidatus_Kaiserbacteria; g__Candidatus_Kaiserbacteria,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__Candidatus_Kaiserbacteria,g__Candidatus_Kaiserbacteria,NA,0.801547171,No
9e9cd2bccbd410631ec13e31e05ec89c,0,0,0,16,0,0,0,0,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,NA,0.999999924,No
5a01a36901f43c27ff1f8a7d90f49acd,0,0,0,16,0,0,0,0,d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__JGI_0000069-P22,f__JGI_0000069-P22,g__JGI_0000069-P22,NA,1,No
73cf4d3c5a9e29eb56828439a2d609e0,0,0,0,13,0,0,0,3,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella; s__uncultured_marine,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Lewinella, s__uncultured_marine,0.879482122,No
1c6d1950d2c03747317ef6f360d7aae6,0,0,0,5,11,0,0,0,d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_Planctomycetaceae,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190, s__uncultured_Planctomycetaceae,0.994807679,No
fdabf8795511f36cc801aba870a6c6c2,0,0,0,5,6,0,0,5,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Muricauda,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Muricauda,NA,0.999999973,No
be601bf6d3b8df5c8216559f273fd46d,0,0,0,3,13,0,0,0,d__Bacteria,d__Bacteria,NA,NA,NA,NA,NA,NA,1,Yes
3f379efe434351be8641ea6692aeb246,0,0,0,0,16,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sneathiellales; f__Sneathiellaceae; g__Sneathiella; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sneathiellales,f__Sneathiellaceae,g__Sneathiella, s__uncultured_bacterium,0.977589964,No
fd5a74ec030f6b6c57eae4d3f32dfba2,0,0,0,0,16,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Oleiphilaceae; g__Oleiphilus,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae,g__Oleiphilus,NA,0.999962728,No
8d3df132a6c5033da4939b585c504cc8,0,0,0,0,16,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,NA,NA,0.999999523,No
b5077a53813008c3f5f6c78d2fc7228c,0,0,0,0,16,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Defluviicoccales,f__uncultured,g__uncultured,NA,0.965969124,No
8b66fe71bdd342b01af71af6b2ede7e3,0,0,0,0,16,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Tenacibaculum,NA,0.999334661,No
7e855e387e8b85e7692aadd72e30ffa4,0,0,0,0,0,16,0,0,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales; s__uncultured_bacterium,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Bradymonadales,f__Bradymonadales,g__Bradymonadales, s__uncultured_bacterium,0.999790544,No
7e4e06926b4f0096bc9382aaff1d3d75,0,0,0,0,0,16,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.999994671,No
baac9d69de5c7a22596f3e72058d671d,0,0,0,0,0,16,0,0,d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__Longimonas,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rhodothermaceae,g__Longimonas,NA,0.924983597,No
e9d45400b373b3c5a714a08a026e83df,0,0,0,0,0,16,0,0,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,NA,NA,0.721634826,No
fee057d1cd056cf4cd410a1587561c3b,0,0,0,0,0,16,0,0,d__Bacteria,d__Bacteria,NA,NA,NA,NA,NA,NA,0.996836304,Yes
f5108aa124f7e31d4710a59874e8fda6,0,0,0,0,0,16,0,0,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula; s__uncultured_planctomycete,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula, s__uncultured_planctomycete,0.86630728,No
001c189e582c7008ba2dd86085ddbc2b,0,0,0,0,0,0,16,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__uncultured_bacterium,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes, s__uncultured_bacterium,0.978005254,No
